"Bergasse_10" "Bergasse_11" "Bergasse_2" "Bergasse_6" "Brissot_2" "Brissot_4" "Brissot_8" "Brissot_9" "Condorcet_11" "Condorcet_2" "Condorcet_7" "Condorcet_8" "D'Alembert_10" "D'Alembert_12" "D'Alembert_13" "D'Alembert_3" "Delisle-de-Sales_11" "Delisle-de-Sales_18" "Delisle-de-Sales_6" "Delisle-de-Sales_7" "Garat_10" "Garat_4" "Garat_5" "Garat_8" "Gouges_2" "Gouges_3" "Gouges_4" "Gouges_5" "La-Harpe_1" "La-Harpe_4" "La-Harpe_6" "La-Harpe_9" "Marmontel_14" "Marmontel_15" "Marmontel_17" "Marmontel_18" "Sieyes_11" "Sieyes_2" "Sieyes_3" "Sieyes_4" "Villar_2" "Villar_3" "Villar_4" "Villar_6"
"argent" 0 0 0 0.099601593625498 0 0 0 0 0.0999500249875062 0.199900049975012 0.14985014985015 0.35 0 0 0 0 0.04995004995005 0 0 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0 0 0.04995004995005 0 0 0.05 0 0 0 0
"cour" 0.0498504486540379 0 0 0.049800796812749 0 0.05 0 0 0 0.0999500249875062 0.04995004995005 0.05 0 0 0 0 0 0 0 0.0498753117206983 0 0 0 0 0.05 0.04995004995005 0 0.1 0 0 0 0 0.05 0.0499001996007984 0 0 0 0 0.1 0.15 0 0.0999000999000999 0 0.0499001996007984
"eh" 0 0 0.149625935162095 0 0.0499251123315027 0.05 0.0998502246630055 0.1 0 0 0 0.05 0 0 0 0 0 0 0 0 0.0499750124937531 0.04995004995005 0.0999500249875062 0 0 0.04995004995005 0.0499750124937531 0 0.04995004995005 0 0 0 0 0.0499001996007984 0 0.05 0.04995004995005 0 0.05 0 0 0.04995004995005 0 0
"empire" 0 0 0 0.049800796812749 0 0.05 0 0 0 0 0 0 0 0.0499750124937531 0 0 0 0 0 0.0498753117206983 0.0499750124937531 0 0.0499750124937531 0.1998001998002 0.1 0.0999000999000999 0.0999500249875062 0.1 0 0 0 0 0.05 0 0 0 0 0 0 0 0.0999000999000999 0.04995004995005 0 0
"ennemis" 0 0.04995004995005 0 0 0.0499251123315027 0 0.0998502246630055 0.1 0.0999500249875062 0 0.04995004995005 0 0 0 0 0.0499750124937531 0.04995004995005 0.0499001996007984 0 0 0 0.0999000999000999 0 0 0 0 0.0499750124937531 0 0 0 0 0 0 0.0499001996007984 0.0499001996007984 0.05 0.04995004995005 0 0 0.1 0 0.04995004995005 0 0
"fortune" 0 0 0.0498753117206983 0.049800796812749 0 0 0.0499251123315027 0 0 0.0499750124937531 0 0.1 0 0 0 0 0 0 0 0 0.0499750124937531 0 0.0499750124937531 0 0.1 0.14985014985015 0.0499750124937531 0.05 0.04995004995005 0 0.0499750124937531 0.049825610363727 0.05 0 0 0 0 0 0 0 0.04995004995005 0 0.0998502246630055 0
"foule" 0.0498504486540379 0.04995004995005 0.0498753117206983 0 0 0 0.0499251123315027 0.1 0 0 0 0 0 0 0.0499251123315027 0 0 0.0499001996007984 0.0499750124937531 0 0 0.14985014985015 0.0999500249875062 0 0 0.04995004995005 0 0 0.04995004995005 0.0499251123315027 0 0 0.05 0.0499001996007984 0.0499001996007984 0.1 0 0 0 0 0 0 0 0
"lequel" 0.0498504486540379 0 0.0997506234413965 0.099601593625498 0 0 0 0.1 0 0 0 0 0.05 0.0499750124937531 0.0998502246630055 0.0499750124937531 0.04995004995005 0 0.0499750124937531 0 0 0.04995004995005 0 0 0 0 0 0.05 0.04995004995005 0 0 0 0 0 0 0 0.0999000999000999 0 0.05 0.05 0.04995004995005 0 0 0
"mettre" 0.0498504486540379 0 0.0498753117206983 0.049800796812749 0.0998502246630055 0 0.0499251123315027 0.05 0 0 0 0.05 0 0.0499750124937531 0 0 0 0 0 0 0.0499750124937531 0 0 0.04995004995005 0 0 0.0499750124937531 0.05 0 0 0.0499750124937531 0.0996512207274539 0 0 0 0 0.04995004995005 0.05 0 0.05 0.04995004995005 0.04995004995005 0 0.0499001996007984
"nouveaux" 0.0997008973080758 0 0 0.049800796812749 0 0 0 0 0 0 0 0.1 0 0 0 0 0.0999000999000999 0 0.0499750124937531 0 0 0 0.0499750124937531 0.04995004995005 0.05 0.04995004995005 0 0.05 0 0 0 0 0.05 0 0.0499001996007984 0.05 0.04995004995005 0.1 0.1 0 0 0.04995004995005 0 0
"produit" 0 0 0 0.049800796812749 0.0499251123315027 0.05 0.0499251123315027 0.05 0.0499750124937531 0 0.04995004995005 0 0 0.0499750124937531 0.0998502246630055 0 0.04995004995005 0.0499001996007984 0 0 0 0.04995004995005 0 0.04995004995005 0.05 0 0 0.05 0 0 0.0999500249875062 0.0996512207274539 0 0 0.0499001996007984 0 0 0 0 0.05 0 0 0 0
"recevoir" 0 0.04995004995005 0 0 0 0 0.0998502246630055 0 0.0499750124937531 0 0.04995004995005 0.05 0 0 0 0.0999500249875062 0 0 0.0499750124937531 0 0 0.14985014985015 0.0499750124937531 0.14985014985015 0 0 0.0499750124937531 0 0 0 0 0 0.05 0 0 0 0.04995004995005 0 0.05 0 0.04995004995005 0 0.0499251123315027 0
"sein" 0 0 0 0 0.0998502246630055 0.1 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0.149925037481259 0 0.0499750124937531 0 0.1 0.0999000999000999 0.0499750124937531 0.1 0 0 0 0 0 0 0.0499001996007984 0.05 0 0 0 0 0 0.04995004995005 0.0499251123315027 0.0499001996007984
"tierce" 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0.199900049975012 0.299550673989016 0.349825087456272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"voici" 0 0.04995004995005 0 0 0 0.05 0 0.05 0 0 0 0 0 0.0499750124937531 0 0 0.0999000999000999 0 0 0.0498753117206983 0 0.04995004995005 0 0.04995004995005 0.1 0 0 0 0.04995004995005 0 0.0499750124937531 0.049825610363727 0.05 0 0.0499001996007984 0 0 0 0.05 0 0.04995004995005 0.0999000999000999 0.0499251123315027 0.0499001996007984
"voyez" 0.0498504486540379 0 0 0.049800796812749 0 0 0 0.1 0 0 0 0 0 0.0499750124937531 0.0499251123315027 0 0.04995004995005 0 0.0999500249875062 0 0.0499750124937531 0 0.0499750124937531 0 0 0 0 0 0 0 0.0999500249875062 0 0 0.0998003992015968 0 0.05 0.14985014985015 0.05 0.05 0 0 0.04995004995005 0 0
"vues" 0.0997008973080758 0 0.0498753117206983 0 0 0 0.0499251123315027 0 0 0.0499750124937531 0 0.05 0.05 0.0499750124937531 0 0 0 0 0 0 0.199900049975012 0.04995004995005 0.0499750124937531 0.0999000999000999 0.05 0.04995004995005 0.0999500249875062 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0.05 0 0 0 0
"angleterre" 0 0 0.0498753117206983 0.099601593625498 0.0499251123315027 0.15 0.149775336994508 0 0.0499750124937531 0.0499750124937531 0 0.15 0 0 0 0 0.04995004995005 0 0 0.0498753117206983 0 0 0 0.04995004995005 0 0 0 0 0 0 0 0 0 0 0 0.05 0.04995004995005 0.05 0 0 0 0 0 0
"avez" 0.0498504486540379 0.04995004995005 0 0 0 0.05 0.0499251123315027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0.149925037481259 0.1 0.04995004995005 0 0.0499750124937531 0.049825610363727 0.1 0.0998003992015968 0.0998003992015968 0.05 0 0 0.05 0 0 0 0 0
"baffe" 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0.199900049975012 0.349475786320519 0.249875062468766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"belle" 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.0499750124937531 0 0 0 0.0499001996007984 0 0 0 0.0999000999000999 0 0 0 0 0.0499750124937531 0.1 0 0 0 0.049825610363727 0 0.0998003992015968 0.199600798403194 0.2 0 0.05 0 0 0 0 0 0
"chapitre" 0 0 0 0 0 0 0 0 0 0 0 0 0.15 0 0.0499251123315027 0.0499750124937531 0.04995004995005 0 0.0499750124937531 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15 0.0499001996007984 0.0998003992015968 0.1 0.04995004995005 0 0.05 0.1 0.04995004995005 0 0.0499251123315027 0
"commun" 0 0 0 0 0.0499251123315027 0 0 0 0 0 0 0 0 0.0499750124937531 0 0.0499750124937531 0 0.0499001996007984 0 0 0.0499750124937531 0 0.0499750124937531 0.04995004995005 0 0 0 0.05 0.0999000999000999 0 0 0.0996512207274539 0 0 0 0 0.14985014985015 0.1 0 0.1 0 0.0999000999000999 0 0
"défendre" 0 0.04995004995005 0 0.049800796812749 0.0998502246630055 0 0.0499251123315027 0 0.0999500249875062 0 0 0.1 0 0 0 0 0 0 0.0499750124937531 0 0 0.0999000999000999 0 0.14985014985015 0.05 0 0.0499750124937531 0.05 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0.05 0 0.04995004995005 0 0
"dominante" 0 0 0 0 0 0 0 0 0 0 0 0 0.3 0.299850074962519 0.199700449326011 0.199900049975012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0 0 0 0 0 0 0 0 0 0 0 0
"doreur" 0.299102691924227 0.2997002997003 0.199501246882793 0.249003984063745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"in" 0.0498504486540379 0.04995004995005 0.0498753117206983 0.049800796812749 0 0 0 0 0 0.0499750124937531 0 0 0 0 0 0.0499750124937531 0.04995004995005 0.0499001996007984 0 0.0498753117206983 0 0.04995004995005 0.0499750124937531 0.04995004995005 0 0 0 0 0.04995004995005 0 0.0499750124937531 0.049825610363727 0 0 0 0.05 0.0999000999000999 0 0 0 0.0999000999000999 0.04995004995005 0 0
"mains" 0.0498504486540379 0.04995004995005 0.149625935162095 0.049800796812749 0 0 0 0 0.0499750124937531 0 0.0999000999000999 0.05 0 0 0 0 0.04995004995005 0 0 0.0498753117206983 0 0.04995004995005 0 0 0 0.04995004995005 0 0.05 0 0 0 0 0.05 0 0.0499001996007984 0 0 0 0 0 0.04995004995005 0.04995004995005 0.0998502246630055 0
"nouveau" 0 0.04995004995005 0 0.049800796812749 0 0.05 0 0 0 0 0 0 0 0 0 0.0499750124937531 0.0999000999000999 0 0 0 0.0499750124937531 0 0 0 0.1 0.04995004995005 0.0999500249875062 0.05 0 0.0499251123315027 0.0499750124937531 0 0.05 0.0499001996007984 0 0 0 0.05 0.05 0.05 0 0.04995004995005 0 0
"ordres" 0.149551345962114 0.04995004995005 0 0 0 0.05 0.0499251123315027 0 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0.15 0.2 0.15 0 0.0999000999000999 0.0499251123315027 0
"ouvrages" 0 0 0 0 0 0 0.0499251123315027 0 0.0999500249875062 0 0 0.05 0.05 0.0499750124937531 0 0.0499750124937531 0 0.0998003992015968 0 0.0498753117206983 0.0999500249875062 0 0 0 0 0.04995004995005 0 0 0.04995004995005 0 0.0999500249875062 0.049825610363727 0 0 0 0.05 0 0 0 0 0 0.0999000999000999 0 0.0499001996007984
"paris" 0.0997008973080758 0.0999000999000999 0.0498753117206983 0.099601593625498 0 0 0 0.05 0 0.0999500249875062 0 0.1 0.1 0 0.0499251123315027 0 0 0 0 0 0 0 0 0 0.05 0 0.0999500249875062 0 0.04995004995005 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0
"pourroit" 0 0.04995004995005 0.0498753117206983 0 0 0 0 0 0.0999500249875062 0.0499750124937531 0.04995004995005 0.1 0 0 0 0.0499750124937531 0 0.0499001996007984 0.0999500249875062 0 0 0.04995004995005 0 0 0.05 0.04995004995005 0.0499750124937531 0 0 0 0 0 0.05 0 0 0 0 0.05 0.05 0.05 0.04995004995005 0 0 0
"propriété" 0.0498504486540379 0 0.0498753117206983 0 0 0.1 0.0998502246630055 0.05 0.0499750124937531 0 0.0999000999000999 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14985014985015 0.0998502246630055 0.0499750124937531 0 0 0 0 0 0.04995004995005 0.05 0.05 0.05 0 0 0 0
"puis" 0 0 0 0 0.0998502246630055 0 0.0499251123315027 0 0 0 0 0 0.05 0 0 0 0.04995004995005 0 0 0 0 0 0.0499750124937531 0 0.05 0 0 0 0.1998001998002 0 0 0 0 0.0998003992015968 0.0499001996007984 0.05 0 0.1 0 0 0.04995004995005 0.04995004995005 0 0.0998003992015968
"quoi" 0 0 0.0498753117206983 0.049800796812749 0.0499251123315027 0.05 0 0.05 0 0 0 0.05 0 0.0499750124937531 0 0.0499750124937531 0 0 0 0 0.0999500249875062 0.04995004995005 0 0 0 0 0.0499750124937531 0 0 0 0.0499750124937531 0 0 0.0499001996007984 0.0998003992015968 0 0 0.1 0.05 0 0 0.04995004995005 0 0.0499001996007984
"ta" 0 0.0999000999000999 0 0.099601593625498 0 0 0 0 0 0 0 0 0 0 0.0499251123315027 0 0.04995004995005 0.0499001996007984 0 0.0498753117206983 0 0.04995004995005 0.0499750124937531 0 0 0.04995004995005 0.0999500249875062 0 0 0 0 0 0.05 0.0499001996007984 0 0.15 0 0 0 0 0 0.14985014985015 0 0
"tête" 0 0 0 0 0.0499251123315027 0 0 0 0 0 0 0.05 0.05 0.0499750124937531 0 0 0.04995004995005 0.0499001996007984 0.0499750124937531 0.0997506234413965 0.0499750124937531 0.04995004995005 0 0 0 0 0 0.1 0 0 0 0.049825610363727 0.05 0 0.0499001996007984 0.05 0 0 0 0 0 0.0999000999000999 0.0499251123315027 0.0499001996007984
"travail" 0 0 0.0498753117206983 0.099601593625498 0 0 0 0 0.0999500249875062 0.0999500249875062 0.0999000999000999 0.15 0 0.0499750124937531 0.0499251123315027 0 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0.0999500249875062 0 0 0.0499001996007984 0 0 0 0 0.05 0 0 0 0 0.0998003992015968
"univers" 0 0 0 0 0 0 0 0 0.0999500249875062 0 0 0 0 0 0 0.0499750124937531 0.14985014985015 0.149700598802395 0 0.199501246882793 0 0 0 0.0999000999000999 0 0.04995004995005 0 0.05 0 0 0 0 0 0 0 0.05 0 0 0 0 0.14985014985015 0 0 0
"vérités" 0.0498504486540379 0 0 0 0 0.05 0 0.05 0.0499750124937531 0 0 0 0.1 0.0499750124937531 0 0.0499750124937531 0 0 0.0499750124937531 0 0 0 0.0999500249875062 0 0 0.04995004995005 0 0 0.04995004995005 0.0998502246630055 0 0 0 0.0499001996007984 0 0 0 0 0.05 0.1 0.04995004995005 0.04995004995005 0 0
"vingt" 0 0.04995004995005 0.0498753117206983 0.049800796812749 0 0.05 0 0 0.0999500249875062 0 0.0999000999000999 0.05 0 0 0 0 0.04995004995005 0 0 0.0498753117206983 0.0499750124937531 0 0 0 0 0 0.0499750124937531 0 0 0 0 0 0 0.149700598802395 0 0 0.04995004995005 0.05 0 0 0.0999000999000999 0.04995004995005 0 0
"volonté" 0.0498504486540379 0.04995004995005 0 0 0.0499251123315027 0.05 0 0 0 0 0 0 0 0 0.0499251123315027 0 0.04995004995005 0 0 0 0 0 0 0 0.05 0.04995004995005 0 0 0.04995004995005 0 0.0499750124937531 0 0 0 0 0 0.1998001998002 0.1 0.15 0.1 0 0 0 0
"arts" 0 0 0 0 0 0 0 0 0.199900049975012 0.0499750124937531 0 0.05 0 0 0 0 0.04995004995005 0 0.0499750124937531 0 0 0 0.0499750124937531 0 0.05 0 0 0 0.04995004995005 0 0.0499750124937531 0.049825610363727 0.05 0 0 0 0 0 0 0.05 0.14985014985015 0.04995004995005 0.0499251123315027 0
"éducation" 0.0498504486540379 0.0999000999000999 0 0.049800796812749 0 0 0 0 0.0499750124937531 0 0 0 0.05 0 0.0998502246630055 0 0 0 0.0499750124937531 0 0.0499750124937531 0 0 0.04995004995005 0.1 0 0.0999500249875062 0 0.0999000999000999 0.0998502246630055 0 0 0 0 0 0 0 0 0 0 0 0 0.0499251123315027 0
"entr" 0 0 0.0498753117206983 0.049800796812749 0 0 0.0499251123315027 0.1 0.0499750124937531 0 0 0 0.1 0 0 0.0499750124937531 0.04995004995005 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0.04995004995005 0.0499251123315027 0 0.049825610363727 0.05 0.0499001996007984 0 0 0.04995004995005 0 0.05 0 0 0.0999000999000999 0 0
"états" 0.0997008973080758 0.1998001998002 0.0997506234413965 0.298804780876494 0 0 0 0 0.0499750124937531 0 0 0 0 0 0.0499251123315027 0.0999500249875062 0.04995004995005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0 0
"fils" 0 0 0.0498753117206983 0 0.0499251123315027 0 0 0 0 0.0499750124937531 0.04995004995005 0 0 0 0 0 0 0 0.0499750124937531 0 0 0.0999000999000999 0 0 0 0.0999000999000999 0.0999500249875062 0 0 0 0.0499750124937531 0.049825610363727 0.1 0 0.149700598802395 0 0 0 0 0 0 0.04995004995005 0 0.0499001996007984
"fuite" 0 0 0.149625935162095 0.049800796812749 0 0 0 0 0 0.0499750124937531 0.04995004995005 0.05 0.1 0.0999500249875062 0 0.0499750124937531 0 0 0 0 0.0499750124937531 0.0999000999000999 0 0 0 0 0 0 0 0 0 0 0 0 0.0998003992015968 0 0 0 0 0 0.04995004995005 0 0.0499251123315027 0.0499001996007984
"noms" 0 0 0 0.049800796812749 0.0499251123315027 0.15 0.0998502246630055 0.05 0 0.0499750124937531 0 0.05 0 0 0.0499251123315027 0.0999500249875062 0.04995004995005 0 0.0999500249875062 0 0 0.04995004995005 0.0499750124937531 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0.05 0 0 0 0
"origine" 0 0.04995004995005 0.0498753117206983 0 0 0.05 0 0 0 0 0 0 0 0.0499750124937531 0 0.0499750124937531 0.1998001998002 0 0.149925037481259 0.0498753117206983 0.0499750124937531 0.0999000999000999 0.0499750124937531 0.04995004995005 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0.05 0 0 0 0
"permis" 0.0498504486540379 0 0 0.049800796812749 0 0.05 0 0 0 0.0499750124937531 0.04995004995005 0.1 0 0.0499750124937531 0 0.0499750124937531 0.04995004995005 0 0 0 0.0499750124937531 0 0.0499750124937531 0 0 0.04995004995005 0 0 0.0999000999000999 0.0499251123315027 0.0499750124937531 0.049825610363727 0 0.0499001996007984 0 0 0 0 0 0 0.04995004995005 0 0 0
"près" 0 0.04995004995005 0.0498753117206983 0 0 0 0 0 0 0 0.04995004995005 0 0 0.0499750124937531 0.0998502246630055 0 0.04995004995005 0.0998003992015968 0 0 0.0999500249875062 0.04995004995005 0.149925037481259 0 0 0 0.0999500249875062 0 0 0 0.0499750124937531 0.049825610363727 0 0 0 0 0 0 0 0 0 0 0 0.0499001996007984
"presse" 0 0 0 0 0.199700449326011 0.25 0.199700449326011 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0.0499251123315027 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"puisque" 0 0 0.0498753117206983 0 0 0.1 0.0499251123315027 0.15 0 0 0 0 0 0 0 0 0 0.0499001996007984 0 0.0498753117206983 0 0.04995004995005 0 0 0 0 0 0 0 0.0499251123315027 0 0.149476831091181 0 0 0 0 0.0999000999000999 0.05 0 0.15 0 0 0 0
"quelqu" 0.0498504486540379 0 0.0498753117206983 0 0 0 0.0499251123315027 0.05 0 0 0.04995004995005 0 0 0 0 0.0499750124937531 0 0.0499001996007984 0 0.0997506234413965 0 0 0 0.04995004995005 0 0 0.0499750124937531 0 0.04995004995005 0 0.0499750124937531 0 0 0.0499001996007984 0.0499001996007984 0 0.14985014985015 0.05 0 0.05 0 0 0 0
"quelquefois" 0 0.04995004995005 0 0 0 0 0 0 0 0.0499750124937531 0 0 0.05 0 0.0998502246630055 0.0999500249875062 0 0 0 0.0498753117206983 0 0.04995004995005 0 0.04995004995005 0 0 0.0499750124937531 0 0 0.0499251123315027 0 0 0.05 0 0 0.05 0 0 0 0 0.04995004995005 0.0999000999000999 0.0998502246630055 0.0499001996007984
"re" 0 0.04995004995005 0 0.099601593625498 0 0 0 0 0 0.0499750124937531 0 0 0.05 0.149925037481259 0.0998502246630055 0 0.04995004995005 0.0499001996007984 0 0.0498753117206983 0 0 0 0 0 0 0.0499750124937531 0 0.04995004995005 0 0 0 0 0 0.0499001996007984 0 0 0 0 0.05 0.04995004995005 0 0.0998502246630055 0
"serait" 0 0 0 0 0 0.1 0.0499251123315027 0.1 0 0 0 0 0.05 0.0999500249875062 0.0998502246630055 0.149925037481259 0 0 0 0 0 0 0 0 0 0 0 0 0.14985014985015 0 0.0999500249875062 0.0996512207274539 0 0 0 0 0 0 0 0 0 0 0 0
"suis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0.04995004995005 0 0 0 0 0.0499750124937531 0.2 0 0 0 0.0996512207274539 0.2 0.0499001996007984 0.149700598802395 0.1 0.04995004995005 0 0 0 0 0 0 0
"aura" 0.0498504486540379 0 0.0498753117206983 0 0 0 0 0 0 0 0.04995004995005 0.05 0.05 0.0499750124937531 0 0 0 0.0499001996007984 0 0 0.0999500249875062 0 0.0999500249875062 0 0 0.0999000999000999 0 0.05 0 0.0499251123315027 0 0 0 0.0998003992015968 0.0499001996007984 0 0 0 0 0 0.04995004995005 0 0 0
"colbert" 0 0 0 0 0 0 0 0 0.149925037481259 0.299850074962519 0.24975024975025 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"combien" 0 0 0.0498753117206983 0 0.0499251123315027 0.05 0.0499251123315027 0.05 0 0 0 0 0.1 0 0 0 0 0.0499001996007984 0 0.0498753117206983 0.0499750124937531 0.0999000999000999 0.0499750124937531 0 0.05 0.04995004995005 0.0999500249875062 0 0 0 0 0 0 0.0499001996007984 0 0 0.04995004995005 0 0 0 0 0 0 0
"confiance" 0.0498504486540379 0 0 0.049800796812749 0.0499251123315027 0 0.0998502246630055 0 0.0499750124937531 0.0499750124937531 0.04995004995005 0.1 0 0 0 0 0 0.0499001996007984 0 0 0.0999500249875062 0 0 0 0 0.14985014985015 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0.05 0 0.04995004995005 0 0
"croit" 0 0 0 0 0.0499251123315027 0 0 0.05 0 0.0499750124937531 0 0.05 0 0 0.0499251123315027 0 0 0.0499001996007984 0 0 0 0.04995004995005 0.0499750124937531 0.0999000999000999 0 0.04995004995005 0 0 0 0.0499251123315027 0.0499750124937531 0 0 0 0.0499001996007984 0 0 0.05 0.1 0.05 0 0 0 0.0499001996007984
"découverte" 0.0997008973080758 0.2997002997003 0.29925187032419 0.049800796812749 0 0 0.0499251123315027 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0.0498753117206983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499251123315027 0
"despotisme" 0 0 0 0 0.149775336994508 0.1 0 0.1 0.0499750124937531 0 0 0.05 0 0 0 0 0 0 0 0 0.0499750124937531 0.04995004995005 0 0 0.05 0 0 0.05 0 0.0499251123315027 0.0499750124937531 0.049825610363727 0 0 0 0 0 0.05 0 0.05 0.04995004995005 0 0 0
"devant" 0 0 0 0.049800796812749 0 0 0 0 0 0 0 0 0 0.0499750124937531 0.0499251123315027 0 0 0 0 0.0498753117206983 0.0499750124937531 0 0 0 0.1 0.04995004995005 0.0499750124937531 0 0 0.0499251123315027 0 0.049825610363727 0.05 0 0 0.05 0.0999000999000999 0.05 0 0.1 0 0.04995004995005 0 0
"goût" 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0.05 0.1 0 0 0.0999500249875062 0.04995004995005 0 0 0.0997506234413965 0 0 0 0.04995004995005 0 0 0 0 0 0.0998502246630055 0 0.049825610363727 0.05 0.0499001996007984 0.0998003992015968 0.1 0 0 0 0 0 0 0 0
"impôts" 0 0 0 0 0.0499251123315027 0.05 0 0 0.149925037481259 0.249875062468766 0.24975024975025 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.049825610363727 0 0 0 0 0 0.05 0 0 0 0 0 0.0499001996007984
"juste" 0 0 0 0 0.0499251123315027 0.05 0 0 0 0 0 0 0 0 0.0499251123315027 0 0 0 0 0 0.0499750124937531 0 0 0.04995004995005 0.05 0.04995004995005 0 0 0.04995004995005 0 0.0499750124937531 0 0.05 0 0.0998003992015968 0.05 0.04995004995005 0.05 0.05 0 0.04995004995005 0.04995004995005 0.0499251123315027 0
"malheureux" 0.0498504486540379 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499251123315027 0.0499750124937531 0.04995004995005 0 0 0 0.0999500249875062 0 0 0.04995004995005 0 0.04995004995005 0.0499750124937531 0.05 0 0 0 0.049825610363727 0 0.0499001996007984 0 0.3 0 0 0 0 0 0.04995004995005 0 0
"matière" 0.0498504486540379 0 0 0 0 0 0.0499251123315027 0.05 0.0499750124937531 0 0 0 0 0 0 0.0499750124937531 0.0999000999000999 0.0998003992015968 0.199900049975012 0.0498753117206983 0 0 0 0 0 0 0 0.05 0.04995004995005 0 0.0499750124937531 0 0 0 0 0 0 0.1 0 0 0 0 0 0
"pendant" 0.0498504486540379 0 0 0.149402390438247 0.0499251123315027 0 0 0 0.0499750124937531 0.0499750124937531 0.04995004995005 0.1 0 0.0499750124937531 0 0 0.04995004995005 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0 0.0999500249875062 0.049825610363727 0 0 0 0.05 0 0 0 0 0 0 0.0499251123315027 0.0499001996007984
"philosophe" 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0.14985014985015 0.0499001996007984 0.0499750124937531 0.0997506234413965 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0.0499001996007984 0 0.04995004995005 0 0 0.05 0.0999000999000999 0.04995004995005 0.0499251123315027 0.149700598802395
"plaisir" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0 0 0.0498753117206983 0 0 0 0 0 0 0 0 0.0999000999000999 0 0.199900049975012 0.049825610363727 0.05 0 0.0499001996007984 0.1 0 0 0.05 0 0.04995004995005 0.04995004995005 0.0499251123315027 0.0998003992015968
"plusieurs" 0.0498504486540379 0 0 0 0.0998502246630055 0.05 0.149775336994508 0 0 0 0 0 0 0 0.0499251123315027 0 0 0 0.0499750124937531 0 0.0499750124937531 0.0999000999000999 0 0 0 0 0.0499750124937531 0 0.04995004995005 0 0 0 0 0 0 0 0 0.05 0 0 0.04995004995005 0.04995004995005 0.0499251123315027 0.0499001996007984
"sang" 0 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0 0.04995004995005 0.05 0 0.149925037481259 0.1 0 0 0 0 0.15 0.0499001996007984 0 0 0 0 0 0 0.0999000999000999 0 0.0499251123315027 0.149700598802395
"servir" 0 0 0 0 0.0998502246630055 0 0 0 0 0 0 0 0 0 0.0499251123315027 0 0.04995004995005 0 0 0 0 0.04995004995005 0.0999500249875062 0.0999000999000999 0 0 0 0 0 0.0998502246630055 0.0999500249875062 0 0 0 0 0 0 0.1 0 0 0 0.04995004995005 0.0998502246630055 0.0499001996007984
