"Bergasse_10" "Bergasse_11" "Bergasse_2" "Bergasse_6" "Brissot_2" "Brissot_4" "Brissot_8" "Brissot_9" "Condorcet_11" "Condorcet_2" "Condorcet_7" "Condorcet_8" "D'Alembert_10" "D'Alembert_12" "D'Alembert_13" "D'Alembert_3" "Delisle-de-Sales_11" "Delisle-de-Sales_18" "Delisle-de-Sales_6" "Delisle-de-Sales_7" "Garat_10" "Garat_4" "Garat_5" "Garat_8" "Gouges_2" "Gouges_3" "Gouges_4" "Gouges_5" "La-Harpe_1" "La-Harpe_4" "La-Harpe_6" "La-Harpe_9" "Marmontel_14" "Marmontel_15" "Marmontel_17" "Marmontel_18" "Sieyes_11" "Sieyes_2" "Sieyes_3" "Sieyes_4" "Villar_2" "Villar_3" "Villar_4" "Villar_6"
"plus" 0.648055832502493 0.44955044955045 0.648379052369077 0.747011952191235 0.649026460309536 0.55 0.399400898652022 0.9 0.349825087456272 0.699650174912544 0.649350649350649 0.75 1.15 1.29935032483758 0.898652021967049 0.899550224887556 0.2997002997003 0.399201596806387 0.999500249875062 0.448877805486284 0.699650174912544 0.899100899100899 1.39930034982509 1.34865134865135 0.9 0.699300699300699 0.699650174912544 0.8 0.799200799200799 0.649026460309536 0.599700149925038 0.64773293472845 0.7 0.748502994011976 0.998003992015968 0.8 0.799200799200799 1.1 0.85 0.85 0.849150849150849 0.54945054945055 0.698951572641038 0.898203592814371
"par" 0.498504486540379 0.949050949050949 0.399002493765586 0.547808764940239 0.399400898652022 0.95 0.798801797304044 0.9 0.749625187406297 1.04947526236882 1.2987012987013 1.25 1.25 0.849575212393803 1.14827758362456 1.34932533733133 0.799200799200799 0.399201596806387 0.79960019990005 1.04738154613466 0.299850074962519 0.949050949050949 0.399800099950025 0.899100899100899 0.6 0.4995004995005 0.599700149925038 0.5 0.799200799200799 0.698951572641038 0.449775112443778 0.697558545092177 0.65 0.499001996007984 0.29940119760479 0.25 0.54945054945055 0.6 0.7 0.75 0.649350649350649 0.54945054945055 0.399400898652022 0.598802395209581
"pas" 0.69790628115653 0.899100899100899 0.84788029925187 0.547808764940239 0.948577134298552 0.7 0.599101347978033 0.95 0.499750124937531 0.349825087456272 0.34965034965035 0.5 0.6 0.449775112443778 0.249625561657514 0.249875062468766 0.4995004995005 0.548902195608782 0.599700149925038 0.498753117206983 0.349825087456272 0.54945054945055 0.249875062468766 0.54945054945055 0.7 0.599400599400599 1.24937531234383 0.55 1.1988011988012 0.848726909635547 1.04947526236882 0.797209765819631 1.05 0.94810379241517 0.548902195608782 0.65 0.999000999000999 0.85 0.95 0.85 0.4995004995005 0.699300699300699 0.649026460309536 0.598802395209581
"je" 1.29611166500499 1.0989010989011 0.897755610972569 1.09561752988048 0.54917623564653 0.4 0.299550673989016 0.35 0 0.0999500249875062 0.14985014985015 0.05 0.05 0.299850074962519 0.149775336994508 0.0499750124937531 0.54945054945055 0.648702594810379 0.499750124937531 0.84788029925187 0.0999500249875062 0.44955044955045 0.199900049975012 0.24975024975025 1.15 0.799200799200799 1.39930034982509 1.1 0.4995004995005 0.349475786320519 0.499750124937531 0.697558545092177 0.95 0.998003992015968 0.798403193612774 1.05 0.3996003996004 0.3 0.35 0.4 0.3996003996004 0.3996003996004 0.649026460309536 0.449101796407186
"se" 0.249252243270189 0.3996003996004 0.548628428927681 0.49800796812749 0.399400898652022 0.7 0.599101347978033 0.5 0.549725137431284 0.649675162418791 0.4995004995005 0.15 0.85 0.199900049975012 0.399400898652022 0.249875062468766 0.599400599400599 0.598802395209581 0.499750124937531 0.199501246882793 0.549725137431284 0.44955044955045 0.549725137431284 0.54945054945055 0.4 0.44955044955045 0.449775112443778 0.4 0.14985014985015 0.399400898652022 0.299850074962519 0.697558545092177 0.65 0.449101796407186 1.04790419161677 0.3 0.749250749250749 0.75 0.4 0.6 0.699300699300699 0.749250749250749 0.698951572641038 0.648702594810379
"sur" 0.598205383848455 0.4995004995005 0.748129675810474 0.597609561752988 0.499251123315027 1 0.649026460309536 0.8 0.599700149925038 0.349825087456272 0.54945054945055 0.45 0.5 0.199900049975012 0.249625561657514 0.249875062468766 0.54945054945055 0.598802395209581 0.549725137431284 0.598503740648379 0.399800099950025 0.699300699300699 0.449775112443778 0.4995004995005 0.65 0.4995004995005 0.499750124937531 0.45 0.3996003996004 0.399400898652022 0.399800099950025 0.398604882909816 0.5 0.548902195608782 0.499001996007984 0.35 0.2997002997003 0.4 0.4 0.45 0.1998001998002 0.34965034965035 0.299550673989016 0.199600798403194
"au" 0.299102691924227 0.3996003996004 0.648379052369077 0.796812749003984 0.54917623564653 0.4 0.399400898652022 0.35 0.549725137431284 0.599700149925038 0.34965034965035 0.25 0.7 0.549725137431284 0.649026460309536 0.599700149925038 0.24975024975025 0.449101796407186 0.349825087456272 0.448877805486284 0.399800099950025 0.4995004995005 0.499750124937531 0.649350649350649 0.2 0.34965034965035 0.449775112443778 0.5 0.24975024975025 0.249625561657514 0.349825087456272 0.298953662182362 0.45 0.598802395209581 0.698602794411178 0.3 0.4995004995005 0.3 0.5 0.65 0.44955044955045 0.44955044955045 0.748876684972541 0.349301397205589
"cette" 0.498504486540379 0.2997002997003 0.149625935162095 0.697211155378486 0.399400898652022 0.7 0.449326010983525 0.85 0.399800099950025 0.399800099950025 0.3996003996004 0.6 0.9 0.649675162418791 0.54917623564653 0.549725137431284 0.34965034965035 0.698602794411178 0.549725137431284 0.249376558603491 0.399800099950025 0.44955044955045 0.349825087456272 0.34965034965035 0.45 0.749250749250749 0.549725137431284 0.5 0.4995004995005 0.599101347978033 0.499750124937531 0.398604882909816 0.1 0.249500998003992 0.548902195608782 0.55 0.1998001998002 0.45 0.25 0.45 0.0999000999000999 0.34965034965035 0.299550673989016 0.199600798403194
"si" 0.498504486540379 0.0999000999000999 0.199501246882793 0.448207171314741 0.199700449326011 0.45 0.449326010983525 0.45 0.399800099950025 0.199900049975012 0.24975024975025 0.25 0.85 0.749625187406297 0.998502246630055 0.79960019990005 0.44955044955045 0.399201596806387 0.0999500249875062 0.548628428927681 0.599700149925038 0.0999000999000999 0.399800099950025 0.599400599400599 0.65 0.599400599400599 0.449775112443778 0.45 0.599400599400599 0.299550673989016 0.249875062468766 0.348779272546089 0.35 0.499001996007984 0.29940119760479 0.55 0.649350649350649 0.65 0.45 0.7 0.1998001998002 0.4995004995005 0.199700449326011 0.199600798403194
"mais" 0.249252243270189 0.1998001998002 0.249376558603491 0.348605577689243 0.199700449326011 0.3 0.199700449326011 0.35 0.699650174912544 0.499750124937531 0.3996003996004 0.65 0.6 0.299850074962519 0.349475786320519 0.299850074962519 0.4995004995005 0.548902195608782 0.349825087456272 0.399002493765586 0.499750124937531 0.34965034965035 0.499750124937531 0.3996003996004 0.7 0.3996003996004 0.499750124937531 0.4 0.3996003996004 0.848726909635547 0.749625187406297 0.548081714000996 0.35 0.548902195608782 0.698602794411178 0.45 0.2997002997003 0.35 0.65 0.2 0.24975024975025 0.4995004995005 0.249625561657514 0.499001996007984
"vous" 0.448654037886341 0.599400599400599 0.349127182044888 0.199203187250996 0.599101347978033 0.45 0.54917623564653 0.3 0.149925037481259 0.399800099950025 0.14985014985015 0.3 0.05 0.0499750124937531 0.0998502246630055 0.149925037481259 0.1998001998002 0.0499001996007984 0.0499750124937531 0.0498753117206983 0 0.0999000999000999 0.0999500249875062 0 0.75 0.999000999000999 0.699650174912544 0.8 0.649350649350649 0.54917623564653 0.699650174912544 0.348779272546089 1.35 1.14770459081836 1.34730538922156 1.15 0.3996003996004 0.65 0.45 0.4 0.3996003996004 0.1998001998002 0.249625561657514 0.349301397205589
"ces" 0.299102691924227 0.54945054945055 0.598503740648379 0.49800796812749 0.349475786320519 0.5 0.54917623564653 0.5 0.349825087456272 0.849575212393803 0.699300699300699 0.4 0.75 0.399800099950025 0.499251123315027 0.199900049975012 0.749250749250749 0.349301397205589 0.249875062468766 0.349127182044888 0.449775112443778 0.649350649350649 0.699650174912544 0.749250749250749 0.4 0.44955044955045 0.399800099950025 0.4 0.24975024975025 0.149775336994508 0.449775112443778 0 0.3 0.29940119760479 0.349301397205589 0.45 0.0999000999000999 0.05 0.3 0.5 0.4995004995005 0.2997002997003 0.299550673989016 0.449101796407186
"son" 0.249252243270189 0.3996003996004 0.349127182044888 0.199203187250996 0.449326010983525 0.35 0.199700449326011 0.4 0.249875062468766 0.549725137431284 0.799200799200799 0.3 0.25 0.399800099950025 0.649026460309536 0.249875062468766 0.0999000999000999 0.349301397205589 0.199900049975012 0.548628428927681 0.499750124937531 0.699300699300699 0.499750124937531 0.4995004995005 0.35 0.44955044955045 0.549725137431284 0.35 0.4995004995005 0.599101347978033 0.149925037481259 0.249128051818635 0.95 0.698602794411178 0.499001996007984 0.45 0.14985014985015 0.5 0.1 0.2 0.4995004995005 0.699300699300699 0.499251123315027 0.499001996007984
"nous" 0.0498504486540379 0.3996003996004 0.199501246882793 0.199203187250996 0.449326010983525 0.2 0.449326010983525 0.2 0.249875062468766 0.349825087456272 0.2997002997003 0.3 0.5 0.599700149925038 0.898652021967049 0.999500249875062 0.04995004995005 0.349301397205589 0.249875062468766 0.199501246882793 0.299850074962519 0.0999000999000999 0.299850074962519 0.3996003996004 0.1 0.1998001998002 0.299850074962519 0.35 0.44955044955045 0.54917623564653 0.649675162418791 0.797209765819631 0.5 0.598802395209581 0.598802395209581 0.7 0.34965034965035 0.35 0.25 0.5 0.649350649350649 0.54945054945055 1.04842735896156 0.449101796407186
"ses" 0.398803589232303 0.34965034965035 0.349127182044888 0.398406374501992 0.349475786320519 0.4 0.249625561657514 0.45 0.649675162418791 0.649675162418791 0.24975024975025 0.8 0.3 0.299850074962519 0.0998502246630055 0.449775112443778 0.24975024975025 0.29940119760479 0.249875062468766 0.349127182044888 0.849575212393803 0.54945054945055 0.849575212393803 0.649350649350649 0.25 0.1998001998002 0.549725137431284 0.2 0.04995004995005 0.349475786320519 0.0999500249875062 0.149476831091181 0.65 0.399201596806387 0.399201596806387 0.5 0.2997002997003 0.3 0.35 0.1 0.749250749250749 0.649350649350649 0.948577134298552 0.548902195608782
"sa" 0.348953140578265 0.4995004995005 0.448877805486284 0.398406374501992 0.0499251123315027 0.25 0.149775336994508 0.3 0.649675162418791 0.549725137431284 0.44955044955045 0.3 0.45 0.79960019990005 1.04842735896156 0.899550224887556 0.1998001998002 0.499001996007984 0.149925037481259 0.448877805486284 0.499750124937531 0.699300699300699 0.649675162418791 0.649350649350649 0.35 0.4995004995005 0.399800099950025 0.2 0.34965034965035 0.149775336994508 0.299850074962519 0.0996512207274539 0.7 0.349301397205589 0.349301397205589 0.4 0.34965034965035 0.45 0.1 0.3 0.1998001998002 0.14985014985015 0.199700449326011 0.399201596806387
"lui" 0.648055832502493 0.34965034965035 0.349127182044888 0.547808764940239 0.349475786320519 0.15 0.199700449326011 0.25 0.249875062468766 0.449775112443778 0.4995004995005 0.3 0.4 0.149925037481259 0.249625561657514 0.299850074962519 0.14985014985015 0.0998003992015968 0.249875062468766 0.349127182044888 0.949525237381309 0.34965034965035 0.599700149925038 0.44955044955045 0.3 0.0999000999000999 0.249875062468766 0.4 0.24975024975025 0.449326010983525 0.0999500249875062 0.249128051818635 0.6 0.798403193612774 0.648702594810379 0.85 0.1998001998002 0.15 0.25 0.3 1.0989010989011 0.4995004995005 0.299550673989016 0.598802395209581
"ils" 0.249252243270189 0.2997002997003 0.0997506234413965 0.249003984063745 0.399400898652022 0.85 0.649026460309536 0.55 0.249875062468766 0.0999500249875062 0.24975024975025 0.35 0.35 0.249875062468766 0.299550673989016 0.149925037481259 0.24975024975025 0.0998003992015968 0.599700149925038 0.199501246882793 0.199900049975012 0.34965034965035 0.199900049975012 0.3996003996004 0.25 0.54945054945055 0.299850074962519 0.6 0.3996003996004 0.249625561657514 0.349825087456272 0.597907324364723 0.6 0.29940119760479 0.748502994011976 0.25 0.899100899100899 0.45 0.8 0.45 0.3996003996004 0.1998001998002 0.199700449326011 0.349301397205589
"même" 0.199401794616152 0.3996003996004 0.498753117206983 0.099601593625498 0.199700449326011 0.2 0.399400898652022 0.35 0.449775112443778 0.349825087456272 0.4995004995005 0.3 0.55 0.549725137431284 0.449326010983525 0.549725137431284 0.24975024975025 0.399201596806387 0.299850074962519 0.29925187032419 0.449775112443778 0.4995004995005 0.249875062468766 0.14985014985015 0.4 0.1998001998002 0.249875062468766 0.2 0.1998001998002 0.449326010983525 0.849575212393803 0.597907324364723 0.25 0.249500998003992 0.399201596806387 0.5 0.1998001998002 0.45 0.35 0.35 0.2997002997003 0.2997002997003 0.199700449326011 0.399201596806387
"leur" 0.299102691924227 0.2997002997003 0.448877805486284 0.398406374501992 0.449326010983525 0.5 0.698951572641038 0.15 0.79960019990005 0.199900049975012 0.4995004995005 0.55 0.2 0.249875062468766 0.199700449326011 0.249875062468766 0.04995004995005 0.349301397205589 0.599700149925038 0.249376558603491 0.549725137431284 0.4995004995005 0.699650174912544 0.44955044955045 0.35 0.599400599400599 0.399800099950025 0.25 0.34965034965035 0.299550673989016 0.299850074962519 0.298953662182362 0.45 0.29940119760479 0.199600798403194 0.3 0.14985014985015 0.25 0.25 0.35 0.0999000999000999 0.1998001998002 0.349475786320519 0.249500998003992
"avec" 0.648055832502493 0.54945054945055 0.448877805486284 0.398406374501992 0.399400898652022 0.35 0.399400898652022 0.25 0.349825087456272 0.149925037481259 0.3996003996004 0.2 0.45 0.549725137431284 0.449326010983525 0.299850074962519 0.34965034965035 0.648702594810379 0.299850074962519 0.399002493765586 0.249875062468766 0.44955044955045 0.349825087456272 0.2997002997003 0.35 0.1998001998002 0.249875062468766 0.2 0.34965034965035 0.249625561657514 0.249875062468766 0.0996512207274539 0.35 0.199600798403194 0.548902195608782 0.6 0.24975024975025 0.3 0.5 0.25 0.0999000999000999 0.3996003996004 0.449326010983525 0.149700598802395
