"Bergasse_3" "Bergasse_5" "Bergasse_6" "Bergasse_7" "Brissot_1" "Brissot_5" "Brissot_6" "Brissot_8" "Condorcet_11" "Condorcet_14" "Condorcet_4" "Condorcet_7" "D'Alembert_1" "D'Alembert_11" "D'Alembert_3" "D'Alembert_5" "Delisle-de-Sales_13" "Delisle-de-Sales_14" "Delisle-de-Sales_18" "Delisle-de-Sales_7" "Garat_10" "Garat_3" "Garat_8" "Garat_9" "Gouges_1" "Gouges_2" "Gouges_3" "Gouges_5" "La-Harpe_5" "La-Harpe_6" "La-Harpe_7" "La-Harpe_9" "Marmontel_10" "Marmontel_14" "Marmontel_2" "Marmontel_6" "Sieyes_11" "Sieyes_7" "Sieyes_8" "Sieyes_9" "Villar_1" "Villar_2" "Villar_4" "Villar_6"
"propre" 0.0499001996007984 0.0997506234413965 0.04995004995005 0 0 0 0 0.0499750124937531 0 0 0.05 0.04995004995005 0.0499750124937531 0.04995004995005 0 0 0.0999500249875062 0 0 0 0 0 0 0.05 0.05 0.1 0 0 0.0499251123315027 0.0998502246630055 0 0.0497760079641613 0.0499251123315027 0 0 0 0 0 0 0.05 0 0.0998502246630055 0.0998003992015968 0.0999500249875062
"tête" 0 0 0.04995004995005 0 0.05 0.0499001996007984 0 0.0499750124937531 0 0 0 0 0.0499750124937531 0 0.0999500249875062 0.0499750124937531 0.0999500249875062 0 0.149775336994508 0.0998502246630055 0 0.1 0 0 0 0 0 0.0999500249875062 0.0499251123315027 0 0 0 0 0 0 0.0999500249875062 0 0 0 0.05 0.04995004995005 0.0499251123315027 0.0499001996007984 0.0499750124937531
"avez" 0 0.0498753117206983 0 0.0498504486540379 0 0.0499001996007984 0.04995004995005 0 0 0.04995004995005 0 0 0 0 0 0.0499750124937531 0 0 0 0.0499251123315027 0 0 0 0 0.05 0.1 0 0.0999500249875062 0.0499251123315027 0.0499251123315027 0.0498753117206983 0 0.0998502246630055 0.14985014985015 0.05 0.0999500249875062 0 0 0.05 0.05 0 0 0 0.0499750124937531
"laquelle" 0.0998003992015968 0 0.04995004995005 0.0498504486540379 0.05 0.0499001996007984 0.0999000999000999 0 0.04995004995005 0.04995004995005 0 0 0.149925037481259 0.04995004995005 0.0499750124937531 0.0999500249875062 0 0 0 0 0 0 0 0.05 0 0.05 0 0 0 0.0499251123315027 0 0.0497760079641613 0 0 0 0 0.04995004995005 0 0 0.05 0.0999000999000999 0 0 0.0499750124937531
"madame" 0 0 0 0.0498504486540379 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0.0499750124937531 0 0 0 0 0 0 0 0 0.1 0.1 0.0999500249875062 0.0999500249875062 0 0 0 0 0.0998502246630055 0.04995004995005 0.25 0.249875062468766 0 0 0 0 0 0.0499251123315027 0 0.0499750124937531
"mains" 0.0499001996007984 0.0498753117206983 0.0999000999000999 0.0498504486540379 0.05 0.0499001996007984 0 0 0.04995004995005 0.0999000999000999 0.1 0.04995004995005 0 0.04995004995005 0 0 0 0 0 0 0 0 0.0499750124937531 0.1 0.05 0.05 0 0 0 0.0499251123315027 0 0.0497760079641613 0 0 0 0 0 0 0.05 0 0.04995004995005 0 0.0499001996007984 0.0999500249875062
"nécessaire" 0 0 0 0 0.05 0.0499001996007984 0.14985014985015 0.199900049975012 0 0 0 0.04995004995005 0 0.04995004995005 0 0 0 0 0 0 0.0498753117206983 0 0.0499750124937531 0 0 0 0.0499750124937531 0 0.0499251123315027 0.0998502246630055 0.0498753117206983 0 0.0499251123315027 0 0 0.0999500249875062 0.0999000999000999 0.04995004995005 0.05 0 0.04995004995005 0 0 0
"orgueil" 0 0 0 0 0 0 0 0.0499750124937531 0 0.0999000999000999 0 0 0 0 0 0 0 0 0.0499251123315027 0.0499251123315027 0.0997506234413965 0.15 0.149925037481259 0.1 0 0 0.0499750124937531 0 0 0.0499251123315027 0.0498753117206983 0.0497760079641613 0.0998502246630055 0 0 0.0999500249875062 0.04995004995005 0 0.05 0.05 0 0 0 0
"presque" 0 0 0 0 0.05 0 0.04995004995005 0 0 0 0.1 0 0.0499750124937531 0 0.0499750124937531 0 0 0 0 0 0.149625935162095 0.2 0.0999500249875062 0.1 0 0 0 0.0499750124937531 0 0 0 0 0.0499251123315027 0.04995004995005 0 0 0 0 0 0.05 0.0999000999000999 0 0.0998003992015968 0.0499750124937531
"tes" 0.199600798403194 0.0498753117206983 0.04995004995005 0.0997008973080758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499251123315027 0.0498753117206983 0.05 0 0 0.05 0.05 0 0.0999500249875062 0 0 0 0 0 0.04995004995005 0.1 0.0499750124937531 0 0 0 0 0.0999000999000999 0.149775336994508 0 0.0999500249875062
"trouve" 0 0.0498753117206983 0 0 0 0 0 0 0 0 0 0.04995004995005 0.0499750124937531 0 0.0999500249875062 0.0999500249875062 0.0499750124937531 0 0.0998502246630055 0 0.0498753117206983 0.05 0.0499750124937531 0.05 0.05 0 0 0.0499750124937531 0 0 0.0498753117206983 0.0497760079641613 0 0 0 0 0 0 0.1 0 0.04995004995005 0.0499251123315027 0.149700598802395 0.0499750124937531
"vrai" 0 0 0.04995004995005 0 0 0.0499001996007984 0 0 0 0.04995004995005 0.05 0 0 0.0999000999000999 0 0 0 0.05 0 0.199700449326011 0 0.05 0 0 0.05 0.1 0.0499750124937531 0 0.0499251123315027 0.0499251123315027 0.0498753117206983 0.0995520159283226 0 0.04995004995005 0.05 0.0499750124937531 0 0 0 0 0 0.0499251123315027 0 0.0499750124937531
"vue" 0.0499001996007984 0 0.0999000999000999 0 0 0.0499001996007984 0 0.0499750124937531 0.04995004995005 0 0 0 0.0499750124937531 0.04995004995005 0 0.0499750124937531 0.0999500249875062 0.05 0 0 0 0 0 0 0.05 0 0 0.0499750124937531 0 0.0499251123315027 0 0.0497760079641613 0 0.0999000999000999 0 0.0499750124937531 0 0 0.15 0.1 0.04995004995005 0.0499251123315027 0 0
"ami" 0 0 0.04995004995005 0 0 0.0499001996007984 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0 0 0.0499251123315027 0.0498753117206983 0 0.149925037481259 0 0 0.05 0 0.0499750124937531 0 0 0 0.0497760079641613 0.149775336994508 0.04995004995005 0.15 0.199900049975012 0 0 0.05 0 0 0 0.0499001996007984 0.0499750124937531
"choix" 0.0499001996007984 0 0 0.0498504486540379 0.1 0.29940119760479 0.0999000999000999 0.299850074962519 0 0 0 0 0.0499750124937531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0.0499251123315027 0 0 0 0.0499251123315027 0 0 0 0 0 0.05 0 0.04995004995005 0 0.0499001996007984 0
"fondamentale" 0 0 0 0 0 0 0 0 0 0 0 0 0.499750124937531 0.24975024975025 0.249875062468766 0.249875062468766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forme" 0.0499001996007984 0 0 0.0498504486540379 0 0 0.0999000999000999 0.0499750124937531 0 0 0.05 0 0 0.04995004995005 0 0.0499750124937531 0 0 0.0499251123315027 0 0 0.05 0 0 0 0.05 0.0499750124937531 0 0 0 0.0498753117206983 0 0 0.04995004995005 0.05 0 0 0.04995004995005 0.15 0.05 0.04995004995005 0.0998502246630055 0.0499001996007984 0.0499750124937531
"mettre" 0 0 0 0.149551345962114 0 0.0998003992015968 0.04995004995005 0 0 0 0 0.0999000999000999 0 0 0.0499750124937531 0.0499750124937531 0.0999500249875062 0 0 0 0 0.05 0 0 0 0 0 0.0999500249875062 0 0 0.0498753117206983 0 0 0 0 0.0499750124937531 0.1998001998002 0.04995004995005 0 0 0.0999000999000999 0.0499251123315027 0 0
"morale" 0.0499001996007984 0 0 0 0 0 0 0.0499750124937531 0.04995004995005 0 0.05 0 0 0 0 0.0499750124937531 0.0499750124937531 0.2 0.0998502246630055 0.0499251123315027 0.0498753117206983 0.05 0 0.1 0 0 0.0499750124937531 0 0.0499251123315027 0.0998502246630055 0.0498753117206983 0.0497760079641613 0 0 0 0 0 0 0 0 0.0999000999000999 0 0 0
"mot" 0 0 0 0.0498504486540379 0.05 0 0.04995004995005 0.0499750124937531 0 0 0 0 0 0 0.0499750124937531 0.0999500249875062 0.0999500249875062 0.05 0.0499251123315027 0.0998502246630055 0 0 0 0 0.05 0.15 0 0.0499750124937531 0 0.0499251123315027 0.0498753117206983 0 0 0.04995004995005 0 0 0 0 0 0.05 0.04995004995005 0 0.0998003992015968 0
"nouveaux" 0.0499001996007984 0 0 0.0498504486540379 0 0 0 0 0.14985014985015 0.04995004995005 0.05 0.04995004995005 0 0 0 0 0 0 0 0 0 0.05 0.0999500249875062 0 0.1 0.1 0 0 0 0 0.0498753117206983 0 0 0.0999000999000999 0.1 0 0 0 0.05 0.15 0 0 0.0499001996007984 0
"ordres" 0.0499001996007984 0 0.0999000999000999 0.0997008973080758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499251123315027 0 0 0.0497760079641613 0 0.04995004995005 0 0 0.14985014985015 0.14985014985015 0.3 0.2 0 0 0 0.0499750124937531
"parties" 0 0 0.04995004995005 0 0 0 0 0 0.04995004995005 0.0999000999000999 0 0 0.0999500249875062 0.04995004995005 0.0999500249875062 0.0499750124937531 0 0 0 0.0499251123315027 0.0498753117206983 0 0.0999500249875062 0 0 0 0 0 0 0 0.0498753117206983 0 0 0 0.05 0 0.0999000999000999 0.0999000999000999 0.2 0.05 0 0 0 0
"principe" 0 0 0.04995004995005 0 0 0.0499001996007984 0 0 0 0 0 0 0.0499750124937531 0 0.0499750124937531 0.0499750124937531 0.199900049975012 0.15 0.0499251123315027 0 0 0.05 0 0 0 0.05 0 0.0499750124937531 0.0499251123315027 0.0998502246630055 0.0997506234413965 0 0 0 0 0 0.0999000999000999 0.04995004995005 0.05 0 0 0 0 0
"quelquefois" 0 0 0 0 0 0 0 0 0 0 0.05 0.04995004995005 0.0499750124937531 0.04995004995005 0 0.199900049975012 0 0 0.0499251123315027 0 0.0997506234413965 0.15 0.0499750124937531 0 0 0.05 0 0 0 0 0 0 0 0 0.1 0.0999500249875062 0 0 0 0 0 0.0499251123315027 0.149700598802395 0.0499750124937531
"seule" 0 0 0 0 0 0 0.0999000999000999 0 0 0 0 0 0 0.04995004995005 0 0.0499750124937531 0 0 0 0 0.0498753117206983 0.05 0.0499750124937531 0 0.05 0 0.0499750124937531 0.0499750124937531 0.0499251123315027 0.0499251123315027 0.0498753117206983 0.0497760079641613 0.0499251123315027 0 0.05 0 0.04995004995005 0.0999000999000999 0.1 0.15 0 0 0.0499001996007984 0
"seulement" 0 0 0 0 0.05 0.0998003992015968 0 0 0 0 0.05 0.04995004995005 0 0.04995004995005 0 0 0 0 0 0 0 0.05 0 0 0.05 0.1 0.0499750124937531 0 0.0998502246630055 0.199700449326011 0.0997506234413965 0 0 0 0 0 0.14985014985015 0 0.05 0.1 0 0 0 0
"suger" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.349127182044888 0.4 0.149925037481259 0.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tu" 0 0 0.04995004995005 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0.0499251123315027 0.0499251123315027 0 0 0 0 0.05 0.05 0.0499750124937531 0 0 0 0 0 0.0998502246630055 0.1998001998002 0.2 0.249875062468766 0.04995004995005 0 0 0 0 0 0.0499001996007984 0.0499750124937531
"aura" 0 0.0498753117206983 0.0999000999000999 0.0498504486540379 0.05 0.0499001996007984 0 0 0.04995004995005 0 0.05 0 0 0 0 0 0 0 0 0 0.0498753117206983 0.05 0 0.15 0 0.05 0.0999500249875062 0 0 0 0.0498753117206983 0 0.0499251123315027 0 0 0.0499750124937531 0.14985014985015 0 0.05 0 0 0 0.0499001996007984 0
"avait" 0 0.0498753117206983 0 0 0 0.0499001996007984 0 0 0.04995004995005 0 0 0 0 0 0 0 0.0499750124937531 0.1 0.0499251123315027 0 0 0 0 0 0 0 0 0 0.0998502246630055 0.249625561657514 0.249376558603491 0.248880039820806 0 0 0 0 0 0 0 0 0 0 0 0
"ayant" 0.0499001996007984 0.0498753117206983 0.0999000999000999 0.249252243270189 0 0 0 0.0499750124937531 0.04995004995005 0 0 0 0.0499750124937531 0.0999000999000999 0 0 0 0 0.0499251123315027 0.0499251123315027 0 0 0.0499750124937531 0 0 0 0 0 0 0 0.0997506234413965 0 0 0 0 0 0 0.04995004995005 0 0 0 0.0998502246630055 0 0.0999500249875062
"conduite" 0 0.0498753117206983 0.04995004995005 0.0498504486540379 0.1 0 0.04995004995005 0 0.04995004995005 0.04995004995005 0.1 0 0.0499750124937531 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0.05 0 0.0499750124937531 0.0499750124937531 0 0.0499251123315027 0 0.0497760079641613 0 0 0 0 0.04995004995005 0.0999000999000999 0.05 0 0 0.0499251123315027 0.0998003992015968 0
"croire" 0 0.0997506234413965 0 0 0 0 0 0 0.04995004995005 0.04995004995005 0 0 0 0 0 0 0.0499750124937531 0.1 0 0.0998502246630055 0.149625935162095 0.05 0 0.05 0 0.05 0 0 0 0 0 0.0995520159283226 0.0998502246630055 0.04995004995005 0.05 0 0.04995004995005 0.04995004995005 0.05 0 0 0 0 0
"devant" 0.0998003992015968 0 0 0 0.05 0.0499001996007984 0 0 0 0 0 0 0.0499750124937531 0 0 0 0 0 0 0 0.0498753117206983 0.05 0 0.05 0 0.1 0.0999500249875062 0 0.0998502246630055 0 0 0 0.0499251123315027 0.04995004995005 0 0.0499750124937531 0.1998001998002 0 0.05 0 0 0.0499251123315027 0 0.0499750124937531
"donné" 0 0 0 0.0498504486540379 0.1 0.0499001996007984 0 0 0.04995004995005 0 0.1 0 0.0499750124937531 0 0 0.0499750124937531 0 0 0 0 0 0.05 0.0499750124937531 0.05 0 0.15 0 0 0.0499251123315027 0.0499251123315027 0 0 0 0.04995004995005 0 0.0499750124937531 0 0.04995004995005 0.05 0 0 0.0499251123315027 0.0998003992015968 0
"également" 0 0 0 0 0 0.0499001996007984 0.0999000999000999 0 0 0.0999000999000999 0 0.04995004995005 0 0 0 0.0999500249875062 0.0499750124937531 0 0.0499251123315027 0 0.0997506234413965 0.15 0.0999500249875062 0.05 0 0 0 0 0 0.0998502246630055 0 0 0 0 0 0 0.04995004995005 0.04995004995005 0 0 0 0 0.0499001996007984 0.0499750124937531
"fils" 0 0 0 0 0 0 0 0 0 0 0.15 0 0.0499750124937531 0 0 0.0499750124937531 0 0.05 0 0.0499251123315027 0 0.1 0 0.05 0.05 0.1 0 0.149925037481259 0 0 0 0.0497760079641613 0.0499251123315027 0.0999000999000999 0.1 0 0 0 0 0 0.04995004995005 0.0499251123315027 0 0
"foule" 0.0499001996007984 0 0 0.0498504486540379 0.05 0.249500998003992 0 0 0 0 0 0 0 0 0.0499750124937531 0 0 0.1 0 0.0499251123315027 0.0997506234413965 0 0.0999500249875062 0.1 0 0 0 0.0499750124937531 0 0 0 0 0 0.04995004995005 0 0.199900049975012 0 0 0 0 0 0 0 0
"hui" 0.0499001996007984 0.0997506234413965 0 0 0.05 0.0499001996007984 0 0 0.04995004995005 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0.0999500249875062 0.05 0.05 0.1 0.0999500249875062 0.0499750124937531 0.0499251123315027 0 0 0.0497760079641613 0 0 0 0 0 0.0999000999000999 0.05 0.05 0 0 0.0499001996007984 0.0499750124937531
"lettres" 0 0 0.04995004995005 0 0.05 0 0 0 0.0999000999000999 0 0 0 0 0.0999000999000999 0 0.0499750124937531 0.0999500249875062 0 0.0998502246630055 0 0 0 0 0 0 0 0 0.0499750124937531 0.0499251123315027 0.0499251123315027 0.199501246882793 0.0497760079641613 0 0 0 0 0 0.04995004995005 0 0 0.04995004995005 0.0998502246630055 0.0499001996007984 0
"monarque" 0.0499001996007984 0 0 0 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0 0.149625935162095 0.1 0 0.15 0 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0.04995004995005 0 0 0.05 0.1998001998002 0 0.29940119760479 0.0499750124937531
"ouvrages" 0 0 0 0 0 0 0.04995004995005 0 0.04995004995005 0.04995004995005 0 0.14985014985015 0 0 0.0499750124937531 0.0499750124937531 0.0999500249875062 0.05 0.0499251123315027 0 0 0.05 0.0499750124937531 0.1 0 0.05 0 0 0.0499251123315027 0.0499251123315027 0.0498753117206983 0.0995520159283226 0 0 0 0 0 0 0 0 0.04995004995005 0.0499251123315027 0 0
"plutôt" 0.0499001996007984 0 0 0 0 0.0499001996007984 0 0 0.04995004995005 0.04995004995005 0 0.04995004995005 0 0.04995004995005 0.0499750124937531 0.0999500249875062 0.0499750124937531 0 0 0 0.0498753117206983 0.05 0 0.1 0 0 0 0.0999500249875062 0.0499251123315027 0.0499251123315027 0 0.0497760079641613 0 0.04995004995005 0 0.0499750124937531 0 0.04995004995005 0 0.05 0 0 0 0.0499750124937531
"près" 0.0998003992015968 0 0.0999000999000999 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0.0499750124937531 0 0 0.1 0 0 0 0.1 0 0.05 0 0.1 0.0999500249875062 0 0 0.0499251123315027 0.0498753117206983 0.0497760079641613 0.0998502246630055 0.04995004995005 0 0 0 0 0 0.05 0.0999000999000999 0 0 0
"quoi" 0 0.0997506234413965 0 0 0.05 0.0499001996007984 0.04995004995005 0 0 0 0 0 0.0999500249875062 0.04995004995005 0 0 0 0.05 0.0499251123315027 0 0 0 0.0499750124937531 0.05 0 0 0 0 0 0.0499251123315027 0.0498753117206983 0.0497760079641613 0.0998502246630055 0 0.05 0.0499750124937531 0.04995004995005 0 0.05 0.05 0.04995004995005 0.0499251123315027 0 0
"reste" 0 0 0 0 0 0 0 0 0 0 0.05 0.04995004995005 0.0499750124937531 0 0.0499750124937531 0 0 0 0.0998502246630055 0.0499251123315027 0 0 0 0 0 0.1 0 0 0 0 0.0498753117206983 0.0497760079641613 0.0499251123315027 0.04995004995005 0 0.149925037481259 0 0.04995004995005 0 0.1 0.04995004995005 0.0998502246630055 0.0499001996007984 0.0499750124937531
"siècle" 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0 0 0.249376558603491 0.15 0.149925037481259 0.2 0 0 0 0.0499750124937531 0 0.149775336994508 0 0.0497760079641613 0 0 0 0 0 0 0 0 0 0 0.0998003992015968 0
"ta" 0.0499001996007984 0.0498753117206983 0.14985014985015 0.0997008973080758 0 0 0 0 0 0 0 0 0 0 0 0 0.0999500249875062 0.05 0.0998502246630055 0 0 0 0.0499750124937531 0 0 0.05 0 0 0 0 0 0 0.199700449326011 0 0.1 0.0999500249875062 0 0 0 0 0 0 0.0998003992015968 0
"utile" 0.0998003992015968 0.0498753117206983 0.0999000999000999 0.0997008973080758 0.1 0.0499001996007984 0 0 0 0.04995004995005 0.05 0.04995004995005 0 0 0 0.0499750124937531 0.0499750124937531 0.05 0.0499251123315027 0 0 0 0 0.05 0 0.05 0 0 0 0 0 0.0497760079641613 0.0499251123315027 0 0 0 0.04995004995005 0 0 0 0.04995004995005 0.0499251123315027 0 0
"argent" 0 0 0 0.0498504486540379 0 0 0 0 0.14985014985015 0.0999000999000999 0.35 0.24975024975025 0 0 0 0 0 0 0 0.0499251123315027 0 0 0 0 0 0 0 0 0.0499251123315027 0 0.0498753117206983 0 0 0 0 0 0.04995004995005 0 0 0.05 0 0 0 0
"auteurs" 0 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0.0999500249875062 0 0 0.0499750124937531 0 0 0 0.0499251123315027 0 0 0 0 0 0 0 0 0.199700449326011 0.349475786320519 0.149625935162095 0.199104031856645 0 0 0 0 0 0 0 0 0 0 0 0
"beau" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0999500249875062 0 0 0.0499251123315027 0 0 0.0499750124937531 0 0 0 0 0 0.0998502246630055 0.0998502246630055 0 0 0.0499251123315027 0.04995004995005 0.15 0.249875062468766 0 0.04995004995005 0 0 0.04995004995005 0.0499251123315027 0 0.0999500249875062
"choses" 0 0 0.04995004995005 0 0.05 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0.0499750124937531 0 0 0 0 0.05 0.0999500249875062 0 0.05 0 0 0.0499750124937531 0.0998502246630055 0.0998502246630055 0.0997506234413965 0.0497760079641613 0.0499251123315027 0 0 0 0.04995004995005 0.04995004995005 0.1 0.05 0 0 0.0499001996007984 0
"digne" 0 0.0498753117206983 0 0 0 0 0 0 0 0 0.1 0 0.0499750124937531 0 0 0.0499750124937531 0.0499750124937531 0 0 0 0 0.05 0 0 0.1 0.05 0.0499750124937531 0 0 0 0 0 0 0.04995004995005 0.1 0.0999500249875062 0 0 0 0 0.04995004995005 0.0499251123315027 0.199600798403194 0.0499750124937531
"entendre" 0 0.0498753117206983 0.04995004995005 0 0 0.0499001996007984 0 0 0 0 0 0 0 0 0.0499750124937531 0.0499750124937531 0.0499750124937531 0 0 0 0.0498753117206983 0 0 0.2 0 0.05 0 0 0 0 0 0.0995520159283226 0.0998502246630055 0.0999000999000999 0 0.149925037481259 0.04995004995005 0 0.05 0 0 0 0 0
"etats" 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0 0 0 0 0.0499750124937531 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0999000999000999 0 0.15 0.25 0.1998001998002 0.0998502246630055 0.149700598802395 0.0499750124937531
"loin" 0.0499001996007984 0 0 0.0498504486540379 0 0.0499001996007984 0.04995004995005 0 0.04995004995005 0.04995004995005 0 0.04995004995005 0.0499750124937531 0 0 0 0.0999500249875062 0.1 0 0 0 0 0.0499750124937531 0 0.1 0 0.0499750124937531 0 0 0.0499251123315027 0 0.0497760079641613 0 0 0 0.0499750124937531 0.04995004995005 0 0.05 0.05 0 0.0499251123315027 0 0
"mer" 0 0.0498753117206983 0.0999000999000999 0.0498504486540379 0 0 0 0 0 0.04995004995005 0 0 0 0 0 0 0.249875062468766 0.25 0.249625561657514 0.149775336994508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"plusieurs" 0 0 0.04995004995005 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0.0499750124937531 0 0.0499251123315027 0.149775336994508 0.0997506234413965 0.05 0.0999500249875062 0 0.05 0 0 0 0.0499251123315027 0.0499251123315027 0 0.0497760079641613 0 0 0 0 0 0 0 0.05 0.04995004995005 0.0499251123315027 0.0998003992015968 0.0999500249875062
"ton" 0 0 0 0.0997008973080758 0 0 0 0 0 0 0 0 0.0499750124937531 0.1998001998002 0.249875062468766 0.149925037481259 0 0.05 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0.0998502246630055 0 0 0.0499750124937531 0 0 0 0 0.04995004995005 0 0.0499001996007984 0.0499750124937531
"travail" 0 0 0 0.0498504486540379 0 0 0.04995004995005 0 0.14985014985015 0.0999000999000999 0 0.14985014985015 0.0499750124937531 0 0.0999500249875062 0.0499750124937531 0 0 0 0 0 0 0 0 0 0.05 0 0 0.0499251123315027 0.0499251123315027 0.0498753117206983 0 0 0 0 0 0.0999000999000999 0.04995004995005 0.05 0 0 0 0.0499001996007984 0
"vit" 0 0 0 0 0 0 0 0 0.0999000999000999 0.0999000999000999 0 0.04995004995005 0 0 0 0 0.0999500249875062 0 0.0998502246630055 0.0998502246630055 0 0.1 0.0499750124937531 0 0 0 0 0.0499750124937531 0 0 0 0.0497760079641613 0.0499251123315027 0.0999000999000999 0 0.0499750124937531 0 0 0 0.05 0 0.0499251123315027 0 0.0499750124937531
"voulu" 0.0499001996007984 0.0498753117206983 0.04995004995005 0 0 0.0499001996007984 0 0.0499750124937531 0.0999000999000999 0 0 0 0 0 0.149925037481259 0 0 0.05 0 0 0.0498753117206983 0 0.0999500249875062 0.05 0.1 0 0 0 0.0499251123315027 0 0 0.0497760079641613 0 0 0 0.149925037481259 0 0 0 0 0 0.0499251123315027 0 0
"voyez" 0.0499001996007984 0 0.0999000999000999 0 0 0 0 0.0499750124937531 0 0 0 0.04995004995005 0.0499750124937531 0.04995004995005 0 0 0.0999500249875062 0.15 0.0499251123315027 0.0499251123315027 0 0 0 0.05 0 0 0 0 0.0499251123315027 0.0499251123315027 0.0498753117206983 0.0497760079641613 0 0 0 0 0.04995004995005 0.0999000999000999 0.05 0 0 0 0 0
"abus" 0.0499001996007984 0.0498753117206983 0.0999000999000999 0.199401794616152 0.1 0.0998003992015968 0.04995004995005 0.0499750124937531 0 0 0 0 0 0 0 0 0 0 0 0 0.0498753117206983 0 0 0 0 0 0.0499750124937531 0 0.0499251123315027 0 0 0.0497760079641613 0.0499251123315027 0 0 0 0 0.04995004995005 0.05 0 0.04995004995005 0 0 0
"confiance" 0 0 0 0.0498504486540379 0.05 0 0.04995004995005 0 0.1998001998002 0.14985014985015 0.05 0.04995004995005 0 0 0 0 0 0 0 0 0.0498753117206983 0.05 0 0.05 0.05 0.05 0 0 0 0.0499251123315027 0.0498753117206983 0 0 0 0 0.0499750124937531 0.04995004995005 0 0 0 0 0 0.0499001996007984 0
"envers" 0.0998003992015968 0.0498753117206983 0.04995004995005 0.0997008973080758 0 0.0499001996007984 0 0 0 0 0 0 0 0.0999000999000999 0 0 0.0499750124937531 0 0 0 0.0498753117206983 0.05 0 0 0.05 0 0.0999500249875062 0 0 0.0499251123315027 0.0498753117206983 0.0497760079641613 0 0 0 0 0 0 0.05 0.1 0 0.0499251123315027 0 0
"former" 0 0 0 0.0498504486540379 0.05 0 0 0.0499750124937531 0 0 0.05 0 0.0999500249875062 0.14985014985015 0.0499750124937531 0.0499750124937531 0 0 0 0 0.0498753117206983 0.05 0.0999500249875062 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0.04995004995005 0.05 0.15 0 0 0 0
"générale" 0 0 0 0.0498504486540379 0.05 0.199600798403194 0.14985014985015 0.149925037481259 0.04995004995005 0 0.05 0 0.0499750124937531 0 0 0.0999500249875062 0 0 0 0 0 0 0 0 0 0.05 0.0499750124937531 0 0 0 0.0498753117206983 0 0 0 0 0 0.04995004995005 0.04995004995005 0 0 0 0 0 0
"héros" 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0.04995004995005 0 0.04995004995005 0 0 0.0999500249875062 0.05 0.0499251123315027 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14985014985015 0.349475786320519 0.0998003992015968 0.0999500249875062
"honneur" 0.149700598802395 0.0997506234413965 0 0.0997008973080758 0 0.0499001996007984 0 0.0499750124937531 0 0 0 0 0 0 0 0.0499750124937531 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497760079641613 0 0.04995004995005 0 0 0.0999000999000999 0.04995004995005 0.1 0.05 0.0999000999000999 0 0 0.0499750124937531
"jeune" 0 0 0 0 0 0 0 0 0 0.04995004995005 0 0 0 0.0999000999000999 0.0499750124937531 0.0499750124937531 0 0 0 0.0499251123315027 0.0997506234413965 0 0.0999500249875062 0.1 0 0 0 0.0499750124937531 0 0 0 0 0.0998502246630055 0.0999000999000999 0.05 0.199900049975012 0 0 0 0 0 0 0 0
"lorsqu" 0 0 0 0 0.05 0.0499001996007984 0.0999000999000999 0 0 0 0 0 0.0499750124937531 0 0 0 0 0 0 0 0.0498753117206983 0.1 0.0499750124937531 0.1 0 0 0.0499750124937531 0 0 0 0 0 0 0.04995004995005 0.25 0.0499750124937531 0 0.0999000999000999 0 0 0 0 0.0499001996007984 0
